,Cruise,Station,Type,yyyy-mm-ddThh:mm:ss.sss,Longitude [degrees_east],Latitude [degrees_north],Bot. Depth [m],NODC Accession Number,WOD Cruise Identifier,WOD Unique Cast,Platform,Project,Originator's Cruise,Originator's Station,Originator's Station Number,Investigator,Institution,Source,Instruments,Methods,pH Scale,Depth Correction Info,Depth [m],Temperature [degrees_C],Salinity [psu],Oxygen [~$m~#mol/kg],Phosphate,Silicate,Nitrate,Nitrite [~$m~#mol/kg],pH,Chlorophyll [~$m~#g/l],Plankton/Biomass,Alkalinity [meq/l],NO2+NO3 [~$m~#mol/kg],pCO~_2 [~$m~#atm],tCO2,Tritium [TU],Helium [nmol/kg],~$d~#~^3He [%],~$D~#~^1~^4C [~%],~$d~#~^1~^3C [~%],Argon [nmol/kg],Neon [nmol/kg],CFC11 [pmol/kg],CFC12 [pmol/kg],CFC113 [pmol/kg],~$d~#~^1~^8O [~%],Transmissivity [m~^-~^1],SA,CT,pdens
593,WOD_UNITED STATES,7151100,B,1991-06-17T05:31,-135.0,21.0083,5252.0,,US012540,7151100,THOMAS WASHINGTON,WORLD OCEAN CIRCULATION EXPERIMENT (WOCE),31WTTUNES/1,,,,"SCRIPPS INSTITUTION OF OCEANOGRAPHY, LA JOLLA, CA",,var2 = CTD: TYPE UNKNOWN,,,,601.48,5.7169,34.384899,15.9,3.06,82.5,40.73,,,,,2.3925,,,2.021140393988145e+18,0.019,0.0,,,,,,0.005,,,,,34.556826,5.66539,27.117021
594,WOD_UNITED STATES,7151100,B,1991-06-17T05:31,-135.0,21.0083,5252.0,,US012540,7151100,THOMAS WASHINGTON,WORLD OCEAN CIRCULATION EXPERIMENT (WOCE),31WTTUNES/1,,,,"SCRIPPS INSTITUTION OF OCEANOGRAPHY, LA JOLLA, CA",,var2 = CTD: TYPE UNKNOWN,,,,702.73,5.2944,34.444199,21.0,3.11,89.69,42.17,,,,,,,,2.027456087430345e+18,,,,,,,,0.004,,,,,34.617597,5.23516,27.216558
595,WOD_UNITED STATES,7151100,B,1991-06-17T05:31,-135.0,21.0083,5252.0,,US012540,7151100,THOMAS WASHINGTON,WORLD OCEAN CIRCULATION EXPERIMENT (WOCE),31WTTUNES/1,,,,"SCRIPPS INSTITUTION OF OCEANOGRAPHY, LA JOLLA, CA",,var2 = CTD: TYPE UNKNOWN,,,,804.42,4.9316,34.473999,16.3,3.16,97.43,42.98,,,,,,,,2.0376366316517376e+18,,,,,,,,0.002,,,,,34.648522,4.86515,27.28375
599,WOD_UNITED STATES,7151100,B,1991-06-17T05:31,-135.0,21.0083,5252.0,,US012540,7151100,THOMAS WASHINGTON,WORLD OCEAN CIRCULATION EXPERIMENT (WOCE),31WTTUNES/1,,,,"SCRIPPS INSTITUTION OF OCEANOGRAPHY, LA JOLLA, CA",,var2 = CTD: TYPE UNKNOWN,,,,403.1,7.0261,34.172798,58.5,2.57,56.94,33.56,,,,,2.3568,,,1.9727864088410166e+18,,,,,,,,0.212,0.124,,,,34.33993,6.99144,26.774878
600,WOD_UNITED STATES,7151100,B,1991-06-17T05:31,-135.0,21.0083,5252.0,,US012540,7151100,THOMAS WASHINGTON,WORLD OCEAN CIRCULATION EXPERIMENT (WOCE),31WTTUNES/1,,,,"SCRIPPS INSTITUTION OF OCEANOGRAPHY, LA JOLLA, CA",,var2 = CTD: TYPE UNKNOWN,,,,454.08,6.7956,34.282902,27.3,2.83,64.86,36.95,,,,,,,,1.9960551588636518e+18,0.246,1.867,9.86,,,,,0.041,0.023,,,,34.451665,6.75503,26.89438
601,WOD_UNITED STATES,7151100,B,1991-06-17T05:31,-135.0,21.0083,5252.0,,US012540,7151100,THOMAS WASHINGTON,WORLD OCEAN CIRCULATION EXPERIMENT (WOCE),31WTTUNES/1,,,,"SCRIPPS INSTITUTION OF OCEANOGRAPHY, LA JOLLA, CA",,var2 = CTD: TYPE UNKNOWN,,,,499.89,6.3246,34.304401,23.9,2.95,72.24,38.2,,,,,,,,2.0071382306596362e+18,,,,,,,,0.022,0.021,,,,34.474254,6.28102,26.974634
602,WOD_UNITED STATES,7151100,B,1991-06-17T05:31,-135.0,21.0083,5252.0,,US012540,7151100,THOMAS WASHINGTON,WORLD OCEAN CIRCULATION EXPERIMENT (WOCE),31WTTUNES/1,,,,"SCRIPPS INSTITUTION OF OCEANOGRAPHY, LA JOLLA, CA",,var2 = CTD: TYPE UNKNOWN,,,,601.48,5.7169,34.384899,15.9,3.06,82.5,40.73,,,,,2.3925,,,2.021140393988145e+18,0.019,0.0,,,,,,0.005,,,,,34.556826,5.66539,27.117021
603,WOD_UNITED STATES,7151100,B,1991-06-17T05:31,-135.0,21.0083,5252.0,,US012540,7151100,THOMAS WASHINGTON,WORLD OCEAN CIRCULATION EXPERIMENT (WOCE),31WTTUNES/1,,,,"SCRIPPS INSTITUTION OF OCEANOGRAPHY, LA JOLLA, CA",,var2 = CTD: TYPE UNKNOWN,,,,702.73,5.2944,34.444199,21.0,3.11,89.69,42.17,,,,,,,,2.027456087430345e+18,,,,,,,,0.004,,,,,34.617597,5.23516,27.216558
604,WOD_UNITED STATES,7151100,B,1991-06-17T05:31,-135.0,21.0083,5252.0,,US012540,7151100,THOMAS WASHINGTON,WORLD OCEAN CIRCULATION EXPERIMENT (WOCE),31WTTUNES/1,,,,"SCRIPPS INSTITUTION OF OCEANOGRAPHY, LA JOLLA, CA",,var2 = CTD: TYPE UNKNOWN,,,,804.42,4.9316,34.473999,16.3,3.16,97.43,42.98,,,,,,,,2.0376366316517376e+18,,,,,,,,0.002,,,,,34.648522,4.86515,27.28375
608,WOD_UNITED STATES,7151182,B,1991-06-18T11:34,-135.0,19.5,5274.0,,US012540,7151182,THOMAS WASHINGTON,WORLD OCEAN CIRCULATION EXPERIMENT (WOCE),31WTTUNES/1,,,,"SCRIPPS INSTITUTION OF OCEANOGRAPHY, LA JOLLA, CA",,var2 = CTD: TYPE UNKNOWN,,,,331.5,8.3853,34.1474,104.9,2.09,39.74,27.37,,,,,,,,1.9259955229714345e+18,,,,,,,,,,,,,34.31302,8.35514,26.557089
609,WOD_UNITED STATES,7151182,B,1991-06-18T11:34,-135.0,19.5,5274.0,,US012540,7151182,THOMAS WASHINGTON,WORLD OCEAN CIRCULATION EXPERIMENT (WOCE),31WTTUNES/1,,,,"SCRIPPS INSTITUTION OF OCEANOGRAPHY, LA JOLLA, CA",,var2 = CTD: TYPE UNKNOWN,,,,381.81,8.0325,34.294998,44.0,2.58,50.71,31.81,,,,,2.3563,,,1.9735905956024594e+18,,,,,,,,,,,,,34.462384,7.99537,26.727341
610,WOD_UNITED STATES,7151182,B,1991-06-18T11:34,-135.0,19.5,5274.0,,US012540,7151182,THOMAS WASHINGTON,WORLD OCEAN CIRCULATION EXPERIMENT (WOCE),31WTTUNES/1,,,,"SCRIPPS INSTITUTION OF OCEANOGRAPHY, LA JOLLA, CA",,var2 = CTD: TYPE UNKNOWN,,,,441.52,7.4597,34.328602,26.7,2.77,58.27,34.74,,,,,,,,1.9907364229362166e+18,,,,,,,,,,,,,34.497286,7.41751,26.838418
611,WOD_UNITED STATES,7151182,B,1991-06-18T11:34,-135.0,19.5,5274.0,,US012540,7151182,THOMAS WASHINGTON,WORLD OCEAN CIRCULATION EXPERIMENT (WOCE),31WTTUNES/1,,,,"SCRIPPS INSTITUTION OF OCEANOGRAPHY, LA JOLLA, CA",,var2 = CTD: TYPE UNKNOWN,,,,500.82,6.8669,34.378601,14.4,2.93,67.07,37.3,,,,,,,,2.0057581149284447e+18,,,,,,,,,,,,,34.548629,6.82009,26.961475
612,WOD_UNITED STATES,7151182,B,1991-06-18T11:34,-135.0,19.5,5274.0,,US012540,7151182,THOMAS WASHINGTON,WORLD OCEAN CIRCULATION EXPERIMENT (WOCE),31WTTUNES/1,,,,"SCRIPPS INSTITUTION OF OCEANOGRAPHY, LA JOLLA, CA",,var2 = CTD: TYPE UNKNOWN,,,,602.33,6.1073,34.4259,11.5,3.05,77.5,40.01,,,,,2.3963,,,2.0171599870846595e+18,,,,,,,,,,,,,34.597671,6.05329,27.100653
613,WOD_UNITED STATES,7151182,B,1991-06-18T11:34,-135.0,19.5,5274.0,,US012540,7151182,THOMAS WASHINGTON,WORLD OCEAN CIRCULATION EXPERIMENT (WOCE),31WTTUNES/1,,,,"SCRIPPS INSTITUTION OF OCEANOGRAPHY, LA JOLLA, CA",,var2 = CTD: TYPE UNKNOWN,,,,703.19,5.4201,34.433498,17.2,3.08,87.03,41.86,,,,,,,,2.0226277422225062e+18,,,,,,,,,,,,,34.606451,5.36026,27.192957
614,WOD_UNITED STATES,7151182,B,1991-06-18T11:34,-135.0,19.5,5274.0,,US012540,7151182,THOMAS WASHINGTON,WORLD OCEAN CIRCULATION EXPERIMENT (WOCE),31WTTUNES/1,,,,"SCRIPPS INSTITUTION OF OCEANOGRAPHY, LA JOLLA, CA",,var2 = CTD: TYPE UNKNOWN,,,,804.69,4.9631,34.4795,20.8,3.11,94.93,42.99,,,,,,,,2.0298026963940385e+18,,,,,,,,,,,,,34.653678,4.89636,27.284259
618,WOD_UNITED STATES,7151182,B,1991-06-18T11:34,-135.0,19.5,5274.0,,US012540,7151182,THOMAS WASHINGTON,WORLD OCEAN CIRCULATION EXPERIMENT (WOCE),31WTTUNES/1,,,,"SCRIPPS INSTITUTION OF OCEANOGRAPHY, LA JOLLA, CA",,var2 = CTD: TYPE UNKNOWN,,,,331.5,8.3853,34.1474,104.9,2.09,39.74,27.37,,,,,,,,1.9259955229714345e+18,,,,,,,,,,,,,34.31302,8.35514,26.557089
619,WOD_UNITED STATES,7151182,B,1991-06-18T11:34,-135.0,19.5,5274.0,,US012540,7151182,THOMAS WASHINGTON,WORLD OCEAN CIRCULATION EXPERIMENT (WOCE),31WTTUNES/1,,,,"SCRIPPS INSTITUTION OF OCEANOGRAPHY, LA JOLLA, CA",,var2 = CTD: TYPE UNKNOWN,,,,381.81,8.0325,34.294998,44.0,2.58,50.71,31.81,,,,,2.3563,,,1.9735905956024594e+18,,,,,,,,,,,,,34.462384,7.99537,26.727341
620,WOD_UNITED STATES,7151182,B,1991-06-18T11:34,-135.0,19.5,5274.0,,US012540,7151182,THOMAS WASHINGTON,WORLD OCEAN CIRCULATION EXPERIMENT (WOCE),31WTTUNES/1,,,,"SCRIPPS INSTITUTION OF OCEANOGRAPHY, LA JOLLA, CA",,var2 = CTD: TYPE UNKNOWN,,,,441.52,7.4597,34.328602,26.7,2.77,58.27,34.74,,,,,,,,1.9907364229362166e+18,,,,,,,,,,,,,34.497286,7.41751,26.838418
621,WOD_UNITED STATES,7151182,B,1991-06-18T11:34,-135.0,19.5,5274.0,,US012540,7151182,THOMAS WASHINGTON,WORLD OCEAN CIRCULATION EXPERIMENT (WOCE),31WTTUNES/1,,,,"SCRIPPS INSTITUTION OF OCEANOGRAPHY, LA JOLLA, CA",,var2 = CTD: TYPE UNKNOWN,,,,500.82,6.8669,34.378601,14.4,2.93,67.07,37.3,,,,,,,,2.0057581149284447e+18,,,,,,,,,,,,,34.548629,6.82009,26.961475
622,WOD_UNITED STATES,7151182,B,1991-06-18T11:34,-135.0,19.5,5274.0,,US012540,7151182,THOMAS WASHINGTON,WORLD OCEAN CIRCULATION EXPERIMENT (WOCE),31WTTUNES/1,,,,"SCRIPPS INSTITUTION OF OCEANOGRAPHY, LA JOLLA, CA",,var2 = CTD: TYPE UNKNOWN,,,,602.33,6.1073,34.4259,11.5,3.05,77.5,40.01,,,,,2.3963,,,2.0171599870846595e+18,,,,,,,,,,,,,34.597671,6.05329,27.100653
623,WOD_UNITED STATES,7151182,B,1991-06-18T11:34,-135.0,19.5,5274.0,,US012540,7151182,THOMAS WASHINGTON,WORLD OCEAN CIRCULATION EXPERIMENT (WOCE),31WTTUNES/1,,,,"SCRIPPS INSTITUTION OF OCEANOGRAPHY, LA JOLLA, CA",,var2 = CTD: TYPE UNKNOWN,,,,703.19,5.4201,34.433498,17.2,3.08,87.03,41.86,,,,,,,,2.0226277422225062e+18,,,,,,,,,,,,,34.606451,5.36026,27.192957
624,WOD_UNITED STATES,7151182,B,1991-06-18T11:34,-135.0,19.5,5274.0,,US012540,7151182,THOMAS WASHINGTON,WORLD OCEAN CIRCULATION EXPERIMENT (WOCE),31WTTUNES/1,,,,"SCRIPPS INSTITUTION OF OCEANOGRAPHY, LA JOLLA, CA",,var2 = CTD: TYPE UNKNOWN,,,,804.69,4.9631,34.4795,20.8,3.11,94.93,42.99,,,,,,,,2.0298026963940385e+18,,,,,,,,,,,,,34.653678,4.89636,27.284259
628,WOD_UNITED STATES,7151211,B,1991-06-19T07:15,-135.005,18.0,5166.0,,US012540,7151211,THOMAS WASHINGTON,WORLD OCEAN CIRCULATION EXPERIMENT (WOCE),31WTTUNES/1,,,,"SCRIPPS INSTITUTION OF OCEANOGRAPHY, LA JOLLA, CA",,var2 = CTD: TYPE UNKNOWN,,,,261.55,9.6877,34.268101,89.4,2.07,34.83,26.06,,,,,,,,1.927449869891734e+18,,,,-22.3,-0.07,,,0.784,0.412,,,,34.433146,9.66099,26.44313
629,WOD_UNITED STATES,7151211,B,1991-06-19T07:15,-135.005,18.0,5166.0,,US012540,7151211,THOMAS WASHINGTON,WORLD OCEAN CIRCULATION EXPERIMENT (WOCE),31WTTUNES/1,,,,"SCRIPPS INSTITUTION OF OCEANOGRAPHY, LA JOLLA, CA",,var2 = CTD: TYPE UNKNOWN,,,,301.26,9.3679,34.3666,52.7,2.36,40.5,29.04,,,,,,,,1.9551106458911183e+18,,,,-54.9,-0.1,,,0.362,0.195,,,,34.533048,9.33536,26.574022
630,WOD_UNITED STATES,7151211,B,1991-06-19T07:15,-135.005,18.0,5166.0,,US012540,7151211,THOMAS WASHINGTON,WORLD OCEAN CIRCULATION EXPERIMENT (WOCE),31WTTUNES/1,,,,"SCRIPPS INSTITUTION OF OCEANOGRAPHY, LA JOLLA, CA",,var2 = CTD: TYPE UNKNOWN,,,,351.68,8.4957,34.347801,41.4,2.52,47.63,31.59,,,,,2.3554,,,1.969911654824156e+18,,,,-88.4,-0.14,,,0.164,0.099,,,,34.515116,8.45975,26.698402
631,WOD_UNITED STATES,7151211,B,1991-06-19T07:15,-135.005,18.0,5166.0,,US012540,7151211,THOMAS WASHINGTON,WORLD OCEAN CIRCULATION EXPERIMENT (WOCE),31WTTUNES/1,,,,"SCRIPPS INSTITUTION OF OCEANOGRAPHY, LA JOLLA, CA",,var2 = CTD: TYPE UNKNOWN,,,,402.18,7.7572,34.383099,21.3,2.73,56.58,34.67,,,,,2.3675,,,1.9874191841981883e+18,,,,-140.5,-0.28,,,0.041,0.03,,,,34.551405,7.71729,26.837578
632,WOD_UNITED STATES,7151211,B,1991-06-19T07:15,-135.005,18.0,5166.0,,US012540,7151211,THOMAS WASHINGTON,WORLD OCEAN CIRCULATION EXPERIMENT (WOCE),31WTTUNES/1,,,,"SCRIPPS INSTITUTION OF OCEANOGRAPHY, LA JOLLA, CA",,var2 = CTD: TYPE UNKNOWN,,,,500.37,6.874,34.417301,12.4,2.91,67.54,37.69,,,,,,,,2.0073741598861294e+18,,,,-120.3,-0.29,,,0.01,0.005,,,,34.587302,6.82664,26.990857
633,WOD_UNITED STATES,7151211,B,1991-06-19T07:15,-135.005,18.0,5166.0,,US012540,7151211,THOMAS WASHINGTON,WORLD OCEAN CIRCULATION EXPERIMENT (WOCE),31WTTUNES/1,,,,"SCRIPPS INSTITUTION OF OCEANOGRAPHY, LA JOLLA, CA",,var2 = CTD: TYPE UNKNOWN,,,,602.28,6.0687,34.438702,14.2,2.99,78.31,40.39,,,,,2.3931,,,2.0139205646516943e+18,,,,-161.4,-0.38,,,0.005,,,,,34.610168,6.01471,27.115362
634,WOD_UNITED STATES,7151211,B,1991-06-19T07:15,-135.005,18.0,5166.0,,US012540,7151211,THOMAS WASHINGTON,WORLD OCEAN CIRCULATION EXPERIMENT (WOCE),31WTTUNES/1,,,,"SCRIPPS INSTITUTION OF OCEANOGRAPHY, LA JOLLA, CA",,var2 = CTD: TYPE UNKNOWN,,,,707.21,5.4421,34.464001,16.8,3.05,87.99,42.13,,,,,,,,2.0244188126715817e+18,,,,,,,,0.003,,,,,34.636752,5.38137,27.214273
635,WOD_UNITED STATES,7151211,B,1991-06-19T07:15,-135.005,18.0,5166.0,,US012540,7151211,THOMAS WASHINGTON,WORLD OCEAN CIRCULATION EXPERIMENT (WOCE),31WTTUNES/1,,,,"SCRIPPS INSTITUTION OF OCEANOGRAPHY, LA JOLLA, CA",,var2 = CTD: TYPE UNKNOWN,,,,807.34,4.9717,34.483101,20.5,3.08,96.2,42.98,,,,,,,,2.0314850211389553e+18,,,,-168.1,-0.24,,,0.002,,,,,34.656951,4.90463,27.285893
638,WOD_UNITED STATES,7151211,B,1991-06-19T07:15,-135.005,18.0,5166.0,,US012540,7151211,THOMAS WASHINGTON,WORLD OCEAN CIRCULATION EXPERIMENT (WOCE),31WTTUNES/1,,,,"SCRIPPS INSTITUTION OF OCEANOGRAPHY, LA JOLLA, CA",,var2 = CTD: TYPE UNKNOWN,,,,261.55,9.6877,34.268101,89.4,2.07,34.83,26.06,,,,,,,,1.927449869891734e+18,,,,-22.3,-0.07,,,0.784,0.412,,,,34.433146,9.66099,26.44313
639,WOD_UNITED STATES,7151211,B,1991-06-19T07:15,-135.005,18.0,5166.0,,US012540,7151211,THOMAS WASHINGTON,WORLD OCEAN CIRCULATION EXPERIMENT (WOCE),31WTTUNES/1,,,,"SCRIPPS INSTITUTION OF OCEANOGRAPHY, LA JOLLA, CA",,var2 = CTD: TYPE UNKNOWN,,,,301.26,9.3679,34.3666,52.7,2.36,40.5,29.04,,,,,,,,1.9551106458911183e+18,,,,-54.9,-0.1,,,0.362,0.195,,,,34.533048,9.33536,26.574022
640,WOD_UNITED STATES,7151211,B,1991-06-19T07:15,-135.005,18.0,5166.0,,US012540,7151211,THOMAS WASHINGTON,WORLD OCEAN CIRCULATION EXPERIMENT (WOCE),31WTTUNES/1,,,,"SCRIPPS INSTITUTION OF OCEANOGRAPHY, LA JOLLA, CA",,var2 = CTD: TYPE UNKNOWN,,,,351.68,8.4957,34.347801,41.4,2.52,47.63,31.59,,,,,2.3554,,,1.969911654824156e+18,,,,-88.4,-0.14,,,0.164,0.099,,,,34.515116,8.45975,26.698402
641,WOD_UNITED STATES,7151211,B,1991-06-19T07:15,-135.005,18.0,5166.0,,US012540,7151211,THOMAS WASHINGTON,WORLD OCEAN CIRCULATION EXPERIMENT (WOCE),31WTTUNES/1,,,,"SCRIPPS INSTITUTION OF OCEANOGRAPHY, LA JOLLA, CA",,var2 = CTD: TYPE UNKNOWN,,,,402.18,7.7572,34.383099,21.3,2.73,56.58,34.67,,,,,2.3675,,,1.9874191841981883e+18,,,,-140.5,-0.28,,,0.041,0.03,,,,34.551405,7.71729,26.837578
642,WOD_UNITED STATES,7151211,B,1991-06-19T07:15,-135.005,18.0,5166.0,,US012540,7151211,THOMAS WASHINGTON,WORLD OCEAN CIRCULATION EXPERIMENT (WOCE),31WTTUNES/1,,,,"SCRIPPS INSTITUTION OF OCEANOGRAPHY, LA JOLLA, CA",,var2 = CTD: TYPE UNKNOWN,,,,500.37,6.874,34.417301,12.4,2.91,67.54,37.69,,,,,,,,2.0073741598861294e+18,,,,-120.3,-0.29,,,0.01,0.005,,,,34.587302,6.82664,26.990857
643,WOD_UNITED STATES,7151211,B,1991-06-19T07:15,-135.005,18.0,5166.0,,US012540,7151211,THOMAS WASHINGTON,WORLD OCEAN CIRCULATION EXPERIMENT (WOCE),31WTTUNES/1,,,,"SCRIPPS INSTITUTION OF OCEANOGRAPHY, LA JOLLA, CA",,var2 = CTD: TYPE UNKNOWN,,,,602.28,6.0687,34.438702,14.2,2.99,78.31,40.39,,,,,2.3931,,,2.0139205646516943e+18,,,,-161.4,-0.38,,,0.005,,,,,34.610168,6.01471,27.115362
644,WOD_UNITED STATES,7151211,B,1991-06-19T07:15,-135.005,18.0,5166.0,,US012540,7151211,THOMAS WASHINGTON,WORLD OCEAN CIRCULATION EXPERIMENT (WOCE),31WTTUNES/1,,,,"SCRIPPS INSTITUTION OF OCEANOGRAPHY, LA JOLLA, CA",,var2 = CTD: TYPE UNKNOWN,,,,707.21,5.4421,34.464001,16.8,3.05,87.99,42.13,,,,,,,,2.0244188126715817e+18,,,,,,,,0.003,,,,,34.636752,5.38137,27.214273
645,WOD_UNITED STATES,7151211,B,1991-06-19T07:15,-135.005,18.0,5166.0,,US012540,7151211,THOMAS WASHINGTON,WORLD OCEAN CIRCULATION EXPERIMENT (WOCE),31WTTUNES/1,,,,"SCRIPPS INSTITUTION OF OCEANOGRAPHY, LA JOLLA, CA",,var2 = CTD: TYPE UNKNOWN,,,,807.34,4.9717,34.483101,20.5,3.08,96.2,42.98,,,,,,,,2.0314850211389553e+18,,,,-168.1,-0.24,,,0.002,,,,,34.656951,4.90463,27.285893
648,WOD_UNITED STATES,7151264,B,1991-06-20T02:31,-135.0,16.5,4832.0,,US012540,7151264,THOMAS WASHINGTON,WORLD OCEAN CIRCULATION EXPERIMENT (WOCE),31WTTUNES/1,,,,"SCRIPPS INSTITUTION OF OCEANOGRAPHY, LA JOLLA, CA",,var2 = CTD: TYPE UNKNOWN,,,,250.95,10.5996,34.434502,49.1,2.3,32.59,27.76,,,,,,,,1.95270967664193e+18,,,,-47.1,-0.28,,,,,,,,34.60039,10.56968,26.417512
649,WOD_UNITED STATES,7151264,B,1991-06-20T02:31,-135.0,16.5,4832.0,,US012540,7151264,THOMAS WASHINGTON,WORLD OCEAN CIRCULATION EXPERIMENT (WOCE),31WTTUNES/1,,,,"SCRIPPS INSTITUTION OF OCEANOGRAPHY, LA JOLLA, CA",,var2 = CTD: TYPE UNKNOWN,,,,301.38,9.9324,34.5172,20.8,2.59,38.43,29.92,,,,,2.3582,,,1.978323986603119e+18,,,,-76.9,-0.34,,,,,,,,34.684424,9.89597,26.598453
650,WOD_UNITED STATES,7151264,B,1991-06-20T02:31,-135.0,16.5,4832.0,,US012540,7151264,THOMAS WASHINGTON,WORLD OCEAN CIRCULATION EXPERIMENT (WOCE),31WTTUNES/1,,,,"SCRIPPS INSTITUTION OF OCEANOGRAPHY, LA JOLLA, CA",,var2 = CTD: TYPE UNKNOWN,,,,352.0,9.0264,34.5042,14.2,2.72,45.2,32.34,,,,,,,,1.990708226360324e+18,,,,-104.7,-0.38,,,,,,,,34.67214,8.98642,26.738144
651,WOD_UNITED STATES,7151264,B,1991-06-20T02:31,-135.0,16.5,4832.0,,US012540,7151264,THOMAS WASHINGTON,WORLD OCEAN CIRCULATION EXPERIMENT (WOCE),31WTTUNES/1,,,,"SCRIPPS INSTITUTION OF OCEANOGRAPHY, LA JOLLA, CA",,var2 = CTD: TYPE UNKNOWN,,,,403.1,8.4645,34.490101,12.0,2.79,49.37,34.32,,,,,2.3688,,,1.994750001478472e+18,,,,-107.2,-0.38,,,,,,,,34.658685,8.42064,26.816106
652,WOD_UNITED STATES,7151264,B,1991-06-20T02:31,-135.0,16.5,4832.0,,US012540,7151264,THOMAS WASHINGTON,WORLD OCEAN CIRCULATION EXPERIMENT (WOCE),31WTTUNES/1,,,,"SCRIPPS INSTITUTION OF OCEANOGRAPHY, LA JOLLA, CA",,var2 = CTD: TYPE UNKNOWN,,,,502.99,7.2535,34.4575,10.5,2.94,61.88,37.56,,,,,,,,2.0068498103990817e+18,,,,-132.6,-0.47,,,,,,,,34.627338,7.2038,26.970153
653,WOD_UNITED STATES,7151264,B,1991-06-20T02:31,-135.0,16.5,4832.0,,US012540,7151264,THOMAS WASHINGTON,WORLD OCEAN CIRCULATION EXPERIMENT (WOCE),31WTTUNES/1,,,,"SCRIPPS INSTITUTION OF OCEANOGRAPHY, LA JOLLA, CA",,var2 = CTD: TYPE UNKNOWN,,,,598.46,6.4409,34.454899,14.1,3.03,71.99,39.85,,,,,2.3892,,,2.014251303479384e+18,,,,-146.7,-0.38,,,,,,,,34.625983,6.38528,27.080012
654,WOD_UNITED STATES,7151264,B,1991-06-20T02:31,-135.0,16.5,4832.0,,US012540,7151264,THOMAS WASHINGTON,WORLD OCEAN CIRCULATION EXPERIMENT (WOCE),31WTTUNES/1,,,,"SCRIPPS INSTITUTION OF OCEANOGRAPHY, LA JOLLA, CA",,var2 = CTD: TYPE UNKNOWN,,,,702.31,5.633,34.4818,15.5,3.12,84.13,41.91,,,,,,,,2.0272519819899433e+18,,,,-165.2,-0.39,,,,,,,,34.654192,5.5714,27.205041
655,WOD_UNITED STATES,7151264,B,1991-06-20T02:31,-135.0,16.5,4832.0,,US012540,7151264,THOMAS WASHINGTON,WORLD OCEAN CIRCULATION EXPERIMENT (WOCE),31WTTUNES/1,,,,"SCRIPPS INSTITUTION OF OCEANOGRAPHY, LA JOLLA, CA",,var2 = CTD: TYPE UNKNOWN,,,,804.43,5.0844,34.499901,21.6,3.12,91.83,43.02,,,,,,,,2.0327601417071857e+18,,,,,,,,,,,,,34.673401,5.01664,27.28599
659,WOD_UNITED STATES,7151264,B,1991-06-20T02:31,-135.0,16.5,4832.0,,US012540,7151264,THOMAS WASHINGTON,WORLD OCEAN CIRCULATION EXPERIMENT (WOCE),31WTTUNES/1,,,,"SCRIPPS INSTITUTION OF OCEANOGRAPHY, LA JOLLA, CA",,var2 = CTD: TYPE UNKNOWN,,,,250.95,10.5996,34.434502,49.1,2.3,32.59,27.76,,,,,,,,1.95270967664193e+18,,,,-47.1,-0.28,,,,,,,,34.60039,10.56968,26.417512
660,WOD_UNITED STATES,7151264,B,1991-06-20T02:31,-135.0,16.5,4832.0,,US012540,7151264,THOMAS WASHINGTON,WORLD OCEAN CIRCULATION EXPERIMENT (WOCE),31WTTUNES/1,,,,"SCRIPPS INSTITUTION OF OCEANOGRAPHY, LA JOLLA, CA",,var2 = CTD: TYPE UNKNOWN,,,,301.38,9.9324,34.5172,20.8,2.59,38.43,29.92,,,,,2.3582,,,1.978323986603119e+18,,,,-76.9,-0.34,,,,,,,,34.684424,9.89597,26.598453
661,WOD_UNITED STATES,7151264,B,1991-06-20T02:31,-135.0,16.5,4832.0,,US012540,7151264,THOMAS WASHINGTON,WORLD OCEAN CIRCULATION EXPERIMENT (WOCE),31WTTUNES/1,,,,"SCRIPPS INSTITUTION OF OCEANOGRAPHY, LA JOLLA, CA",,var2 = CTD: TYPE UNKNOWN,,,,352.0,9.0264,34.5042,14.2,2.72,45.2,32.34,,,,,,,,1.990708226360324e+18,,,,-104.7,-0.38,,,,,,,,34.67214,8.98642,26.738144
662,WOD_UNITED STATES,7151264,B,1991-06-20T02:31,-135.0,16.5,4832.0,,US012540,7151264,THOMAS WASHINGTON,WORLD OCEAN CIRCULATION EXPERIMENT (WOCE),31WTTUNES/1,,,,"SCRIPPS INSTITUTION OF OCEANOGRAPHY, LA JOLLA, CA",,var2 = CTD: TYPE UNKNOWN,,,,403.1,8.4645,34.490101,12.0,2.79,49.37,34.32,,,,,2.3688,,,1.994750001478472e+18,,,,-107.2,-0.38,,,,,,,,34.658685,8.42064,26.816106
663,WOD_UNITED STATES,7151264,B,1991-06-20T02:31,-135.0,16.5,4832.0,,US012540,7151264,THOMAS WASHINGTON,WORLD OCEAN CIRCULATION EXPERIMENT (WOCE),31WTTUNES/1,,,,"SCRIPPS INSTITUTION OF OCEANOGRAPHY, LA JOLLA, CA",,var2 = CTD: TYPE UNKNOWN,,,,502.99,7.2535,34.4575,10.5,2.94,61.88,37.56,,,,,,,,2.0068498103990817e+18,,,,-132.6,-0.47,,,,,,,,34.627338,7.2038,26.970153
